,0,1,2,3,4,5,6
349,"(1, 'po', 'pp')","(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,
350,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'va')","(1, 'va', 'Tau')",,
351,"(1, 'va', 'Tau')",,,,,,
352,"(1, 'po', 'va')","(1, 'va', 'po')","(1, 'po', 'Tau')",,,,
353,"(1, 'po', 'sib')","(1, 'sib', 'Tau')",,,,,
354,"(1, 'po', 'Tau')",,,,,,
355,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(5, 'po', 'Tau')",,
356,"(1, 'va', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
357,"(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
358,"(1, 'sib', 'Tau')",,,,,,
359,"(1, 'pp', 'Tau')",,,,,,
360,"(1, 'sib', 'Tau')",,,,,,
361,"(1, 'sib', 'sib')","(1, 'sib', 'va')","(1, 'va', 'Tau')",,,,
362,"(1, 'po', 'Tau')",,,,,,
363,"(1, 'va', 'va')","(1, 'va', 'pp')","(1, 'pp', 'Tau')",,,,
364,"(1, 'va', 'pp')","(1, 'pp', 'va')","(1, 'va', 'pp')","(1, 'pp', 'sib')","(1, 'sib', 'Tau')",,
365,"(1, 'sib', 'sib')","(1, 'sib', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,
366,"(1, 'po', 'sib')","(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,
367,"(1, 'pp', 'Tau')",,,,,,
368,"(1, 'pp', 'Tau')",,,,,,
369,"(1, 'po', 'Tau')",,,,,,
370,"(1, 'sib', 'Tau')",,,,,,
371,"(1, 'pp', 'Tau')",,,,,,
372,"(1, 'va', 'va')","(1, 'va', 'Tau')",,,,,
373,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
374,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
375,"(1, 'va', 'va')","(1, 'va', 'Tau')",,,,,
376,"(1, 'pp', 'Tau')",,,,,,
377,"(1, 'sib', 'Tau')",,,,,,
378,"(1, 'va', 'Tau')",,,,,,
379,"(1, 'po', 'Tau')",,,,,,
380,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
381,"(1, 'sib', 'Tau')",,,,,,
382,"(1, 'sib', 'Tau')",,,,,,
383,"(1, 'sib', 'va')","(1, 'va', 'Tau')",,,,,
384,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'sib')","(1, 'sib', 'Tau')",,,
385,"(1, 'po', 'Tau')",,,,,,
386,"(1, 'pp', 'Tau')",,,,,,
387,"(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
388,"(1, 'pp', 'Tau')",,,,,,
389,"(1, 'sib', 'Tau')",,,,,,
390,"(1, 'va', 'Tau')",,,,,,
